Species Number,Alpha Code,Common Name,Band Size,French Name,Scientific Name,T & E*,Comments,Taxonomic Order
6380,SWWA,Swainson's Warbler,"1, 1C, 0",Paruline de Swainson,Limnothlypis swainsonii,,,940
6381,CCWA,Crescent-chested Warbler,"0A, 0",Paruline à croissant,Oreothlypis superciliosa,,,941
6390,WEWA,Worm-eating Warbler,"1C, 0, 1",Paruline vermivore,Helmitheros vermivorum,,,930
6410,BWWA,Blue-winged Warbler,"0A, 0",Paruline à ailes bleues,Vermivora cyanoptera,,,934
6412,BRWA,Brewster's Warbler,"0A, 0",Paruline de Brewster,,,,935
6413,LAWA,Lawrence's Warbler,"0A, 0",Paruline de Lawrence,,,,936
6416,GBWH,Golden-winged x Blue-winged Warbler Hybrid,"0A, 0",,,,Vermivora chrysoptera X V. cyanoptera. Use for hybrids that do not fit Lawrences or Brewsters. | Vermivora chrysoptera X V. cyanoptera. À utiliser pour les hybrides qui ne correspondent pas aux Parulines de Lawrence ou de Brewster.,937
6420,GWWA,Golden-winged Warbler,"0A, 0",Paruline à ailes dorées,Vermivora chrysoptera,Manitoba,,933
,,,,,,Ontario,,
,,,,,,Québec,,
6430,LUWA,Lucy's Warbler,"0A, 0",Paruline de Lucy,Leiothlypis luciae,,,945
6440,VIWA,Virginia's Warbler,"0A, 0",Paruline de Virginia,Leiothlypis virginiae,,,947
6450,NAWA,Nashville Warbler,"0A, 0",Paruline à joues grises,Leiothlypis ruficapilla,,,946
6460,OCWA,Orange-crowned Warbler,"0, 0A",Paruline verdâtre,Leiothlypis celata,,,943
6470,TEWA,Tennessee Warbler,"0A, 0",Paruline obscure,Leiothlypis peregrina,,,942
6471,COLW,Colima Warbler,"0, 1, 1C",Paruline de Colima,Leiothlypis crissalis,,,944
6480,NOPA,Northern Parula,"0A, 0",Paruline à collier,Setophaga americana,,,962
6490,TRPA,Tropical Parula,0A,Paruline à joues noires,Setophaga pitiayumi,,,963
6500,CMWA,Cape May Warbler,"0, 0A, 1C, 1",Paruline tigrée,Setophaga tigrina,,,960
6510,OLWA,Olive Warbler,"0, 0A",Fauvine des pins,Peucedramus taeniatus,,,922
6520,YEWA,Yellow Warbler,"0, 0A, 1C, 1",Paruline jaune,Setophaga petechia,,,967
6540,BTBW,Black-throated Blue Warbler,"0, 0A",Paruline bleue,Setophaga caerulescens,,,970
6550,MYWA,Myrtle Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune,Setophaga coronata coronata,,,976
6556,UYRW,Unspecified Yellow-rumped Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune non identifiée,Setophaga coronata,,Undifferentiated Myrtle / Audubon's Warbler. Use only if uncertain. | Setophaga coronata coronate ou Setophaga auduboni auduboni. À n'utiliser qu'en cas d'incertitude.,977
6560,AUWA,Audubon's Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune de l'ouest,Setophaga coronata auduboni,,,978
6570,MAWA,Magnolia Warbler,"0A, 0",Paruline à tête cendrée,Setophaga magnolia,,,964
6580,CERW,Cerulean Warbler,"0A, 0",Paruline azurée,Setophaga cerulea,Ontario,,961
,,,,,,Québec,,
6581,EWWA,Elfin-woods Warbler,0,Paruline d'Angela,Setophaga angelae,,,955
6590,CSWA,Chestnut-sided Warbler,"0A, 0",Paruline à flancs marron,Setophaga pensylvanica,,,968
6600,BBWA,Bay-breasted Warbler,"0, 1C, 0A, 1",Paruline à poitrine baie,Setophaga castanea,,,965
6610,BLPW,Blackpoll Warbler,"0, 1C, 0A, 1",Paruline rayée,Setophaga striata,,,969
6620,BLBW,Blackburnian Warbler,"0, 0A",Paruline à gorge orangée,Setophaga fusca,,,966
6630,YTWA,Yellow-throated Warbler,"0A, 0",Paruline à gorge jaune,Setophaga dominica,,,979
6634,SUWA,Sutton's Warbler,0A,Paruline de Sutton,,,Setophaga americana x S. dominica hybrid,980
6640,GRWA,Grace's Warbler,"0A, 0",Paruline de Grace,Setophaga graciae,,,985
6641,ADWA,Adelaide's Warbler,"0A, 0",Paruline d'Adélaïde,Setophaga adelaidae,,,982
6642,BARW,Barbuda Warbler,"0A, 0",Paruline de Barbuda,Setophaga subita,,,983
6643,SLWA,St. Lucia Warbler,"0A, 0",Paruline de Sainte-Lucie,Setophaga delicata,,,984
6650,BTYW,Black-throated Gray Warbler,"0A, 0",Paruline grise,Setophaga nigrescens,,,986
6660,GCWA,Golden-cheeked Warbler,0A,Paruline à dos noir,Setophaga chrysoparia,Y,,990
6670,BTNW,Black-throated Green Warbler,"0A, 0",Paruline à gorge noire,Setophaga virens,,,991
6680,TOWA,Townsend's Warbler,"0A, 0",Paruline de Townsend,Setophaga townsendi,,,987
6686,THWH,Townsend's X Hermit Warbler Hybrid,"0A, 0",Hybride de Paruline de Townsend/Paruline à tête jaune,,,,988
6690,HEWA,Hermit Warbler,"0A, 0",Paruline à tête jaune,Setophaga occidentalis,,,989
6700,KIWA,Kirtland's Warbler,"1C, 1",Paruline de Kirtland,Setophaga kirtlandii,,,959
6710,PIWA,Pine Warbler,"0, 0A",Paruline des pins,Setophaga pinus,,,975
6720,WPWA,Western Palm Warbler,"0, 0A",Paruline à couronne rousse de l'ouest,Setophaga palmarum palmarum,,,971
6721,UPWA,Unspecified Palm Warbler,"0, 0A",Paruline à couronne rousse non spécifié,Setophaga palmarum,,Undifferentiated Western / Yellow Palm Warbler,973
6729,YPWA,Yellow Palm Warbler,"0, 0A",Paruline à couronne rousse,Setophaga palmarum hypochrysea,,,972
6730,PRAW,Prairie Warbler,"0A, 0",Paruline des prés,Setophaga discolor,,,981
6740,OVEN,Ovenbird,"1, 1C, 0",Paruline couronnée,Seiurus aurocapilla,,,929
6750,NOWA,Northern Waterthrush,"1, 0, 1C",Paruline des ruisseaux,Parkesia noveboracensis,,,932
6760,LOWA,Louisiana Waterthrush,"1C, 1",Paruline hochequeue,Parkesia motacilla,Ontario,,931
,,,,,,Québec,,
6770,KEWA,Kentucky Warbler,"0, 1C, 1",Paruline du Kentucky,Geothlypis formosa,,,952
6780,CONW,Connecticut Warbler,"1, 0, 1C",Paruline à gorge grise,Oporornis agilis,,,948
6790,MOWA,Mourning Warbler,"0, 0A, 1, 1C",Paruline triste,Geothlypis philadelphia,,,951
6800,MGWA,MacGillivray's Warbler,"1C, 1, 0, 0A",Paruline des buissons,Geothlypis tolmiei,,,950
6810,COYE,Common Yellowthroat,"0, 1C, 0A, 1",Paruline masquée,Geothlypis trichas,,,954
6821,GCYE,Gray-crowned Yellowthroat,"1, 1C, 1B",Paruline à calotte grise,Geothlypis poliocephala,,,949
6830,YBCH,Yellow-breasted Chat,"1B, 1A, 1D",Paruline polyglotte,Icteria virens,British Columbia,Some may require size 2. | Certains peuvent nécessiter une taille 2.,1000
,,,,,,Ontario,,
6840,HOWA,Hooded Warbler,"0, 0A, 1C, 1",Paruline à capuchon,Setophaga citrina,,,957
6850,WIWA,Wilson's Warbler,"0A, 0",Paruline à calotte noire,Cardellina pusilla,,,996
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Alberta,,995
,,,,,,British Columbia,,
,,,,,,Manitoba,,
,,,,,,New Brunswick,,
,,,,,,Nova Scotia,,
,,,,,,Ontario,,
,,,,,,Prince Edward Island,,
,,,,,,Québec,,
,,,,,,Saskatchewan,,
,,,,,,Yukon Territory,,
,,,,,,Northwest Territories,,
6870,AMRE,American Redstart,"0A, 0",Paruline flamboyante,Setophaga ruticilla,,,958
6880,PARE,Painted Redstart,"0A, 0",Paruline à ailes blanches,Myioborus pictus,,,998
6881,FTWA,Fan-tailed Warbler,1,Paruline des rochers,Basileuterus lachrymosus,,,992
6882,HOSP,House Sparrow,"1B, 1",Moineau domestique,Passer domesticus,,,1205
6883,ETSP,Eurasian Tree Sparrow,"1, 1B, 1C",Moineau friquet,Passer montanus,,,1206
6890,SLAR,Slate-throated Redstart,"0A, 0",Paruline ardoisée,Myioborus miniatus,,,999
6900,RFWA,Red-faced Warbler,"0A, 0",Paruline à face rouge,Cardellina rubrifrons,,,997
6920,GOLW,Golden-crowned Warbler,"0A, 0",Paruline à couronne dorée,Basileuterus culicivorus,,,994
6921,RCWA,Rufous-capped Warbler,"1, 0",Paruline à calotte rousse,Basileuterus rufifrons,,,993
6940,WHWA,White Wagtail,"1, 1C",Bergeronnette grise,Motacilla alba,,,910
6951,BWAG,Black-backed Wagtail,"1, 1C",Bergeronnette lugubre,Motacilla alba lugens,,,911
6960,EYWA,Eastern Yellow Wagtail,"1, 1C",Bergeronnette de Béringie,Motacilla tschutschensis,,,908
6961,GRAW,Gray Wagtail,"1, 1C",Bergeronnette des ruisseaux,Motacilla cinerea,,,909
6970,AMPI,American Pipit,"1, 1C",Pipit d'Amérique,Anthus rubescens,,,915
6981,PEPI,Pechora Pipit,"1, 1C",Pipit de la Petchora,Anthus gustavi,,,913
6983,OBPI,Olive-backed Pipit,"1, 1C",Pipit à dos olive,Anthus hodgsoni,,,912
6990,RTPI,Red-throated Pipit,"1, 1C",Pipit à gorge rousse,Anthus cervinus,,,914
7000,SPPI,Sprague's Pipit,"1, 1C",Pipit de Sprague,Anthus spragueii,Alberta,,916
,,,,,,Manitoba,,
,,,,,,Saskatchewan,,
7010,AMDI,American Dipper,"2, 1D, 1A",Cincle d'Amérique,Cinclus mexicanus,,,823
7020,SATH,Sage Thrasher,"1B, 1A, 1D",Moqueur des armoises,Oreoscoptes montanus,Alberta,,893
,,,,,,British Columbia,,
,,,,,,Saskatchewan,,
7030,NOMO,Northern Mockingbird,"2, 1D, 1A",Moqueur polyglotte,Mimus polyglottos,,,896
7031,BAMO,Bahama Mockingbird,"2, 1D, 1A",Moqueur des Bahamas,Mimus gundlachii,,,894
7032,TRMO,Tropical Mockingbird,"1A, 1D, 2",Moqueur des savanes,Mimus gilvus,,,895
7040,GRCA,Gray Catbird,1A,Moqueur chat,Dumetella carolinensis,,,883
7050,BRTH,Brown Thrasher,"2, 3",Moqueur roux,Toxostoma rufum,,,887
7060,LBTH,Long-billed Thrasher,"2, 3",Moqueur à long bec,Toxostoma longirostre,,,888
7070,CBTH,Curve-billed Thrasher,"3, 2, 2A",Moqueur à bec courbe,Toxostoma curvirostre,,,886
7080,BETH,Bendire's Thrasher,2,Moqueur de Bendire,Toxostoma bendirei,,,889
7100,CATH,California Thrasher,3,Moqueur de Californie,Toxostoma redivivum,,,890
7110,LCTH,LeConte's Thrasher,2,Moqueur de Le Conte,Toxostoma lecontei,,,891
7111,PETH,Pearly-eyed Thrasher,"3, 3B, 2",Moqueur corossol,Margarops fuscatus,,,884
7120,CRTH,Crissal Thrasher,2,Moqueur cul-roux,Toxostoma crissale,,,892
7121,BLMO,Blue Mockingbird,2,Moqueur bleu,Melanotis caerulescens,,,897
7130,CACW,Cactus Wren,"1B, 1A",Troglodyte des cactus,Campylorhynchus brunneicapillus,,,816
7140,SIWR,Sinaloa Wren,"1B, 1",Troglodyte du Sinaloa,Thryophilus sinaloa,,,817
7150,ROWR,Rock Wren,"1, 1C, 0",Troglodyte des rochers,Salpinctes obsoletus,,,804
7170,CANW,Canyon Wren,"1, 1C",Troglodyte des canyons,Catherpes mexicanus,,,805
7180,CARW,Carolina Wren,"1B, 1",Troglodyte de Caroline,Thryothorus ludovicianus,,,814
7190,BEWR,Bewick's Wren,"1, 0, 1C",Troglodyte de Bewick,Thryomanes bewickii,,,815
7210,UHWR,Unidentified House Wren,"0, 0A, 1C, 1",Troglodyte familier,,,,806
7211,NHWR,Northern House Wren,"0, 0A, 1C, 1",,Troglodytes aedon,,,807
7220,WIWR,Winter Wren,"0A, 0",Troglodyte des forêts,Troglodytes hiemalis,,,810
7221,PAWR,Pacific Wren,"0A, 0",Troglodyte de Baird,Troglodytes pacificus,,,809
7222,PWWR,Pacific/Winter Wren,"0A, 0",Troglodyte de Baird/des forêts,,,Troglodytes pacificus and T. hiemalis prior to split in 2010,811
7240,SEWR,Sedge Wren,"0A, 0",Troglodyte à bec court,Cistothorus stellaris,,,812
7250,MAWR,Marsh Wren,"1C, 1, 0",Troglodyte des marais,Cistothorus palustris,,,813
7260,BRCR,Brown Creeper,"0A, 0",Grimpereau brun,Certhia americana,,,803
7261,RWBU,Red-whiskered Bulbul,"1B, 1A",Bulbul orphée,Pycnonotus jocosus,,,825
7262,RVBU,Red-vented Bulbul,"1A, 1D, 2",Bulbul à ventre rouge,Pycnonotus cafer,,,824
7270,WBNU,White-breasted Nuthatch,"1B, 1, 1C",Sittelle à poitrine blanche,Sitta carolinensis,,,800
7280,RBNU,Red-breasted Nuthatch,"0, 1C, 1",Sittelle à poitrine rousse,Sitta canadensis,,,799
7290,BHNU,Brown-headed Nuthatch,"0, 1C",Sittelle à tête brune,Sitta pusilla,,,802
7300,PYNU,Pygmy Nuthatch,"0, 1C",Sittelle pygmée,Sitta pygmaea,,,801
7310,TUTI,Tufted Titmouse,1B,Mésange bicolore,Baeolophus bicolor,,,794
7320,BCTI,Black-crested Titmouse,1B,Mésange à plumet noir,Baeolophus atricristatus,,,796
7330,OATI,Oak Titmouse,"1, 1C",Mésange unicolore,Baeolophus inornatus,,AOU split from 7339-PLTI in 1998. | AOU l’a séparé de 7339-PLTI en 1998.,792
7331,JUTI,Juniper Titmouse,"1, 1C",Mésange des genévriers,Baeolophus ridgwayi,,AOU split from 7339-PLTI in 1998. | AOU l’a séparé de 7339-PLTI en 1998.,793
7339,PLTI,Plain Titmouse,1,Mésange unicolore,,,Unspecified Baeolophus inornatus or B. ridgwayi. Explain in Remarks why the unspecified code was chosen. | Baeolophus inornatus ou B. ridgwayi non spécifié. Expliquez dans les Remarques pourquoi le code non identifié a été choisi.,795
7340,BRTI,Bridled Titmouse,"1, 1C",Mésange arlequin,Baeolophus wollweberi,,,791
7341,VATI,Varied Tit,"1B, 1, 1C",Mésange variée,Sittiparus varius,,,790
7350,BCCH,Black-capped Chickadee,"0, 0A, 1C, 1",Mésange à tête noire,Poecile atricapillus,,,782
7356,HYCH,Hybrid Chickadee,"0, 1C, 1",Mésange hybride,,,"Report suspected parentage as a remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",788
7357,UNCH,Unidentified Chickadee,"0, 0A, 1C, 1",Mésange non identifié,,,,789
7360,CACH,Carolina Chickadee,"0, 0A, 1C",Mésange de Caroline,Poecile carolinensis,,,781
7370,MECH,Mexican Chickadee,"0, 0A",Mésange grise,Poecile sclateri,,,784
7380,MOCH,Mountain Chickadee,"0, 0A",Mésange de Gambel,Poecile gambeli,,,783
7390,GHCH,Gray-headed Chickadee,"1C, 0, 1",Mésange lapone,Poecile cinctus,,,787
7400,BOCH,Boreal Chickadee,"0, 0A, 1C, 1",Mésange à tête brune,Poecile hudsonicus,,,786
7410,CBCH,Chestnut-backed Chickadee,"0, 0A",Mésange à dos marron,Poecile rufescens,,,785
7420,WREN,Wrentit,"1, 1C, 1B",Cama brune,Chamaea fasciata,,,833
7421,RBLE,Red-billed Leiothrix,1B,Léiothrix jaune,Leiothrix lutea,,,837
7422,HWAM,Hwamei,"2, 3",Garrulaxe hoamy,Garrulax canorus,,,836
7423,GNLA,Greater Necklaced Laughingthrush,2,Garrulaxe à plastron,Garrulax pectoralis,,,835
7424,OBNT,Orange-billed Nightingale-Thrush,1B,Grive à bec orange,Catharus aurantiirostris,,,863
7430,BUSH,Bushtit,"0A, 0",Mésange buissonnière,Psaltriparus minimus,,,798
7460,VERD,Verdin,"0A, 0",Auripare verdin,Auriparus flaviceps,,,797
7461,JABW,Japanese Bush Warbler,"M: 1, 1C",Bouscarle chanteuse,Horornis diphone,,,828
,,,"F: 0, 1C, 0A",,,,,
7462,MILL,Millerbird,0A,Rousserolle obscure,Acrocephalus familiaris,Y,,838
7470,ARWA,Arctic Warbler,"0A, 0",Pouillot boréal,Phylloscopus borealis,,,831
7471,MIGW,Middendorff's Grasshopper-Warbler,0A,Locustelle de Middendorff,Locustella ochotensis,,,840
7473,WOWA,Wood Warbler,0A,Pouillot siffleur,Phylloscopus sibilatrix,,,829
7474,DUWA,Dusky Warbler,0A,Pouillot brun,Phylloscopus fuscatus,,,830
7475,LANW,Lanceolated Warbler,0A,Locustelle lancéolée,Locustella lanceolata,,,844
7476,AKLW,Arctic/Kamchatka Leaf Warbler,"0A, 0",Pouillot boréal/du Kamtchatka,,,Phylloscopus borealis and P. examinandus prior to split in 2014,832
7480,GCKI,Golden-crowned Kinglet,0A,Roitelet à couronne dorée,Regulus satrapa,,,826
7490,RCKI,Ruby-crowned Kinglet,0A,Roitelet à couronne rubis,Corthylio calendula,,,827
7491,SIAC,Siberian Accentor,0A,Accenteur montanelle,Prunella montanella,,,907
7510,BGGN,Blue-gray Gnatcatcher,0A,Gobemoucheron gris-bleu,Polioptila caerulea,,,818
7520,BTGN,Black-tailed Gnatcatcher,0A,Gobemoucheron à queue noire,Polioptila melanura,,,821
7530,CAGN,California Gnatcatcher,0A,Gobemoucheron de Californie,Polioptila californica,Y,,819
7531,BCGN,Black-capped Gnatcatcher,0A,Gobemoucheron à coiffe noire,Polioptila nigriceps,,,822
7532,BACG,Baja Gnatcatcher,0A,,Polioptila californica,,,820
7540,TOSO,Townsend's Solitaire,1B,Solitaire de Townsend,Myadestes townsendi,,,857
7541,OMAO,Omao,"1A, 1D",Solitaire d'Hawaï,Myadestes obscurus,,,861
7542,PUAI,Puaiohi,1A,Solitaire puaïohi,Myadestes palmeri,Y,,862
7543,KAMA,Kamao,1A,Solitaire kamao,Myadestes myadestinus,Y,,859
7545,OLOM,Olomao,1A,Solitaire de Lanai,Myadestes lanaiensis,Y,,860
7550,WOTH,Wood Thrush,1A,Grive des bois,Hylocichla mustelina,New Brunswick,,870
,,,,,,Nova Scotia,,
,,,,,,Ontario,,
,,,,,,Québec,,
7560,VEER,Veery,1B,Grive fauve,Catharus fuscescens,,,864
7570,GCTH,Gray-cheeked Thrush,1B,Grive à joues grises,Catharus minimus,,,865
7571,BITH,Bicknell's Thrush,1B,Grive de Bicknell,Catharus bicknelli,New Brunswick,,866
,,,,,,Nova Scotia,,
,,,,,,Québec,,
7579,GCBT,Unidentified Gray-cheeked/Bicknell's Thrush,1B,Grive à joues grises/Grive de Bicknell non identifié,,,,867
7580,SWTH,Swainson's Thrush,1B,Grive à dos olive,Catharus ustulatus,,,868
7590,HETH,Hermit Thrush,"1B, 1",Grive solitaire,Catharus guttatus,,,869
7600,REDW,Redwing,"2, 1A, 1D",Grive mauvis,Turdus iliacus,,,874
7610,AMRO,American Robin,2,Merle d'Amérique,Turdus migratorius,,,878
7612,FIEL,Fieldfare,2,Grive litorne,Turdus pilaris,,,873
7613,EYTH,Eyebrowed Thrush,2,Merle obscur,Turdus obscurus,,,871
7614,DUTH,Dusky Thrush,2,Grive de Naumann,Turdus eunomus,,,872
7621,CCTH,Clay-colored Thrush,2,Merle fauve,Turdus grayi,,,875
7622,RBRO,Rufous-backed Robin,2,Merle à dos roux,Turdus rufopalliatus,,,877
7623,RLTH,Red-legged Thrush,2,Merle vantard,Turdus plumbeus,,,880
7630,VATH,Varied Thrush,2,Grive à collier,Ixoreus naevius,,,881
7631,AZTH,Aztec Thrush,2,Grive aztèque,Ridgwayia pinicola,,,882
7640,BLUE,Bluethroat,"1, 1C",Gorgebleue à miroir,Cyanecula svecica,,,849
7641,SIRU,Siberian Rubythroat,"1B, 1",Rossignol calliope,Calliope calliope,,,848
7642,RFBL,Red-flanked Bluetail,0,Rossignol à flancs roux,Tarsiger cyanurus,,,850
7650,NOWH,Northern Wheatear,1B,Traquet motteux,Oenanthe oenanthe,,,852
7660,EABL,Eastern Bluebird,"1B, 1, 1A",Merlebleu de l'Est,Sialia sialis,,,853
7670,WEBL,Western Bluebird,1B,Merlebleu de l'Ouest,Sialia mexicana,,,854
7676,HYBL,Hybrid Western/Mountain Bluebird,"1B, 1A",Hybride de Merlebleu de l'Ouest et de Merlebleu azuré,,,"Report suspected parentage as a remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",856
7680,MOBL,Mountain Bluebird,"1B, 1A",Merlebleu azuré,Sialia currucoides,,,855
7690,WRSH,White-rumped Shama,"1B, 1A, 1D",Shama à croupion blanc,Copsychus malabaricus,,,847
7700,HAEL,Hawaii Elepaio,"1, 0, 1C",Monarque d'Hawaï,Chasiempis sandwichensis,,,766
7701,OAEL,Oahu Elepaio,1,Monarque d'Oahu,Chasiempis ibidis,Y,,765
7702,KAEL,Kauai Elepaio,"1, 0",Monarque de Kauai,Chasiempis sclateri,,,764
7710,TAFL,Taiga Flycatcher,0,Gobemouche de la taïga,Ficedula albicilla,,,851
7720,DSFL,Dark-sided Flycatcher,0,Gobemouche de Sibérie,Muscicapa sibirica,,,846
7730,GSFL,Gray-streaked Flycatcher,"0, 1C, 1",Gobemouche à taches grises,Muscicapa griseisticta,,,845
7740,LAFI,Laysan Finch,"1A, 1B",Psittirostre de Laysan,Telespiza cantans,Y,,1161
7750,NIFI,Nihoa Finch,"1B, 1",Psittirostre de Nihoa,Telespiza ultima,Y,,1162
7760,OU,Ou,2,Psittirostre psittacin,Psittirostra psittacea,Y,,1163
7770,PALI,Palila,"1A, 1B",Psittirostre palila,Loxioides bailleui,Y,,1164
7810,MAPA,Maui Parrotbill,"1B, 1A",Psittirostre de Maui,Pseudonestor xanthophrys,Y,,1165
7820,HAAM,Hawaii Amakihi,"1, 1B",Amakihi familier,Chlorodrepanis virens,,,1166
7821,OAAM,Oahu Amakihi,"1, 1C, 1B",Amakihi d'Oahu,Chlorodrepanis flava,,,1167
7830,KAAM,Kauai Amakihi,"1, 1C, 1B",Amakihi de Kauai,Chlorodrepanis stejnegeri,,,1168
7840,ANIA,Anianiau,"0, 1C, 1",Anianiau de Kauai,Magumma parva,,,1172
7870,OAAK,Oahu Akialoa,"1, 0",Hémignathe à long bec,Akialoa ellisiana,Y,,1169
7880,NUKU,Nukupuu,"1C, 1",Hémignathe nukupuu,Hemignathus lucidus,Y,,1170
7890,AKIP,Akiapolaau,"1A, 1B",Hémignathe akiapolaau,Hemignathus wilsoni,Y,,1171
7900,AKIK,Akikiki,"1, 1C, 0",Grimpeur de Kauai,Oreomystis bairdi,Y,,1173
7910,HCRE,Hawaii Creeper,"1, 1C, 0",Grimpeur d'Hawaï,Loxops mana,Y,,1177
7920,MAAL,Maui Alauahio,"1C, 1",Grimpeur de Maui,Paroreomyza montana,,,1176
7930,KAKA,Kakawahie,"0, 1C, 1",Grimpeur de Molokai,Paroreomyza flammea,Y,,1175
7940,OAAL,Oahu Alauahio,"1, 1C",Grimpeur d'Oahu,Paroreomyza maculata,Y,,1174
7950,AKEP,Akepa,"0, 1",Loxopse des Hawaï,Loxops coccineus,Y,,1179
7960,AKEK,Akekee,"1, 1C",Loxopse de Kauai,Loxops caeruleirostris,Y,,1178
7980,IIWI,Iiwi,1B,Iiwi rouge,Drepanis coccinea,,,1180
8010,AKOH,Akohekohe,1A,Palmérie huppée,Palmeria dolei,Y,,1181
8020,APAP,Apapane,"1, 1C, 1B",Picchion cramoisi,Himatione sanguinea,,,1182
8040,POUL,Poo-uli,1B,Po-o-uli masqué,Melamprosops phaeosoma,Y,,1183
8041,NRBI,Northern Red Bishop,0A,Euplecte franciscain,Euplectes franciscanus,,,1208
8042,YCBI,Yellow-crowned Bishop,0A,Euplecte vorabé,Euplectes afer,,,1207
8050,RCCO,Red-cheeked Cordonbleu,"1C, 1",Cordonbleu à joues rouges,Uraeginthus bengalus,,,1209
8060,LAVW,Lavender Waxbill,0,Astrild queue-de-vinaigre,Estrilda caerulescens,,,1210
8070,ORAW,Orange-cheeked Waxbill,"0A, 0",Astrild à joues orange,Estrilda melpoda,,,1211
8080,BRWX,Black-rumped Waxbill,"0, 1C, 1",Astrild cendré,Estrilda troglodytes,,,1212
8081,COMW,Common Waxbill,"0A, 0",Astrild ondulé,Estrilda astrild,,,1213
8090,REAV,Red Avadavat,"0A, 0",Bengali rouge,Amandava amandava,,,1214
8100,AFSI,African Silverbill,"0, 0A, 1C",Capucin bec-d'argent,Euodice cantans,,,1216
8101,BRMA,Bronze Mannikin,0A,Capucin nonnette,Spermestes cucullata,,,1215
8110,SBMU,Scaly-breasted Munia,"0, 0A",Capucin damier,Lonchura punctulata,,,1218
8120,TRMU,Tricolored Munia,"0, 1C, 1",Capucin à dos marron,Lonchura malacca,,,1219
8130,JAVS,Java Sparrow,"1B, 1A",Padda de Java,Padda oryzivora,,,1217
8131,PTWH,Pin-tailed Whydah,"1, 0, 1B",Veuve dominicaine,Vidua macroura,,,1220
8501,KIPE,King Penguin,9,Manchot royal,Aptenodytes patagonicus,,,104
8502,EMPE,Emperor Penguin,9,Manchot empereur,Aptenodytes forsteri,,,105
8503,GEPE,Gentoo Penguin,9,Manchot papou,Pygoscelis papua,,,106
8504,ADPE,Adelie Penguin,9,Manchot d'Adélie,Pygoscelis adeliae,,,107
8505,CHPE,Chinstrap Penguin,9,Manchot à jugulaire,Pygoscelis antarcticus,,,108
8506,VIPE,Victoria Penguin,9,Gorfou du Fiordland,Eudyptes pachyrhynchus,,,109
8508,ROCP,Rockhopper Penguin,9,Gorfou sauteur,Eudyptes chrysocome,,,110
8509,ROYP,Royal Penguin,9,Gorfou de Schlegel,Eudyptes schlegeli,,,111
8510,MACP,Macaroni Penguin,9,Gorfou doré,Eudyptes chrysolophus,,,112
8512,FAPE,Fairy Penguin,9,Manchot pygmée,Eudyptula minor,,,113
8514,AFPE,African Penguin,9,Manchot du Cap,Spheniscus demersus,,,114
8515,HUPE,Humboldt Penguin,9,Manchot de Humboldt,Spheniscus humboldti,,,116
8516,MAGP,Magellanic Penguin,9,Manchot de Magellan,Spheniscus magellanicus,,,115
8517,GALP,Galapagos Penguin,9,Manchot des Galapagos,Spheniscus mendiculus,,,117
8519,ROAL,Royal Albatross,8,Albatros royal,Diomedea epomophora,,,132
8521,BUAL,Buller's Albatross,8,Albatros de Buller,Thalassarche bulleri,,,123
8522,GHAL,Gray-headed Albatross,8,Albatros à tête grise,Thalassarche chrysostoma,,,122
8523,SOAL,Sooty Albatross,8,,Phoebetria fusca,,,133
8524,LMSA,Light-mantled Albatross,8,Albatros fuligineux,Phoebetria palpebrata,,,121
8525,SGPE,Southern Giant-Petrel,"8, 7D",Pétrel géant,Macronectes giganteus,,,125
8526,SOFU,Southern Fulmar,5,Fulmar argenté,Fulmarus glacialoides,,,135
8527,BLPE,Blue Petrel,3,Prion bleu,Halobaena caerulea,,,139
8528,BBPR,Broad-billed Prion,3,Prion de Forster,Pachyptila vittata,,,140
8529,DOPR,Dove Prion,3,Prion de la désolation,Pachyptila desolata,,,141
8530,TBPR,Thin-billed Prion,3,Prion de Belcher,Pachyptila belcheri,,,142
8531,FAPR,Fairy Prion,3,Prion colombe,Pachyptila turtur,,,143
8532,ANPE,Antarctic Petrel,5,Pétrel Antarctique,Thalassoica antarctica,,,136
8533,WCPE,White-chinned Petrel,"7A, 6, 5A, 5",Puffin à menton blanc,Procellaria aequinoctialis,,,158
8536,KEPE,Kerguelen Petrel,4,Pétrel de Kerguelen,Aphrodroma brevirostris,,,144
8537,SNPE,Snow Petrel,4,Pétrel des neiges,Pagodroma nivea,,,138
8538,GBSP,Gray-backed Storm-Petrel,"1B, 1A",Océanite néréide,Garrodia nereis,,,179
8541,BECO,Blue-eyed Cormorant,"8, 7D",Cormoran impérial,Leucocarbo atriceps,,,212
8543,SNSH,Snowy Sheathbill,"7A, 6",Chionis blanc,Chionis albus,,,319
8544,LESH,Lesser Sheathbill,7A,Petit Chionis,Chionis minor,,,320
8546,KEGU,Kelp Gull,"7A, 7, 7B",Goéland dominicain,Larus dominicanus,,,435
